여행지ID,여행지명칭,지역구분,분류,태그,내용 유형,카피라이터,홈페이지,주소,여행지 경도,여행지 위도,여행지 특징,여행지 코스소개,여행지 누적 추천수,여행지 누적 관심수,여행지 등록일,여행지 찾아가는 길,여행지 연관 계절정보
,외포항(외포리선착장),인천,관광지,항구,18000,어촌어항협회,http://www.kangwha-sambo.co.kr,인천광역시 강화군 내가면 해안서로 883 (도선터미널),126.3814012,37.70043241,,"외포리선착장은 강화도라는 섬을 통과해야만 갈 수 있는 석모도에 가기 위한 유일한 선착장이다. 예전엔 선수선착장도 있었지만 지금은 완전히 폐쇄된 상태이기 때문이다.이제는 강화대교나 초지대교로 건너서 닿을 수 있는 강화도는 섬 아닌 섬이 되었지만 짧다면 짧은 10여 분이라는 시간 동안 배를 타고 건너야 하는 석모도는 아직도 섬 여행하는 기분을 느끼게 하기에 부족함이 없다.  외포리선착장에 도착하면 대형 페리를 타기 위해 기다리는 차량들이 줄을 서 있는 모습이 볼 수 있다. 가족 단위 혹은 연인이나 친구들과 함께 석모도 일주를 즐기거나 편리하게 이동하기 위해서다. 독특한 것은 유난히도 배 주위를 빙빙 도는 갈매기들이 많다는 것이다. 대한민국 새우깡의 80%는 외포리 갈매기들이 먹는다는 얘기가 있을 정도로 이곳의 갈매기들은 이미 새우깡의 맛에 길들여져 있는 것도 사실이다. 그래서 배를 타기 전에 새우깡을 준비하는 것은 여행의 잔재미 중 하나다.   대합실 옆에는 관광안내소도가, 선착장 맞은편에는 펜션과 식당, 편의점이 있고, 가까이에 외포항젓갈수산시장이 있다. 석모도에 들어갔다 나오면서 싱싱한 수산물과 푸짐한 젓갈 쇼핑을 즐겨는 것도 좋은 방법이다.",0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,탄도항 낙조,경기,관광지,항구,18000,어촌어항협회,,"경기도 안산시 단원구 대부황금로 7 (선감동, 안산어촌민속전시관)",126.6461191,37.19250762,,"수도권의 유명한 일몰 포인트 가운데 몇 손가락 안에 꼽히는 것이 탄도항 일몰이다. 탄도항은 전곡항과 더불어 배들이 항상 드나드는 천혜의 항구로 지금은 요트계류장이 들어서서 호화 보트와 요트들이 정박해있는 해외의 유명 항구를 연상 시킨다. 탄도항에서 바로 앞에 보이는 누에섬까지는 바다 길이 하루 두 차례씩 열리며 약 1.5km 정도 걸어 들어가면 지천으로 깔린 조개를 주울 수 있다.  특히 탄도항에서 보이는 누에섬 위로 떨어지는 노을은 사진가들 사이에 소문난 풍경이다. 날씨가 맑은 주말 저녁에는 단체 버스를 타고 오는 사진 동호회도 많고, 좋은 자리를 차지하기 위한 자리다툼 또한 치열하다. 서해의 갯벌은 지는 햇빛을 유난히 강렬하게 반사하고, 사위어가는 하늘 저 너머로 누에섬과 등대 그리고 3기의 풍력발전기가 어울려 만들어내는 실루엣이 환상적이다.",0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,매향항,경기,관광지,항구,18000,어촌어항협회,,경기도 화성시 우정읍 매향선창길 72,126.747686,37.03546105,,,0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,전곡항,경기,관광지,항구,18000,어촌어항협회,,경기도 화성시 서신면 전곡항로 21 (전곡출장소.선박출입국신고소),126.6524978,37.18672735,,"럭셔리한 요트와 보트들이 계류장에 정박해 있어 유럽의 요트장을 떠올리게 할 만큼 이국적인 전곡항은 수도권에서 가볍게 드라이브하러 가기도 좋은 곳이다. 밀물과 썰물에 관계없이 24시간 배가 드나들 수 있는 장점을 살려 다기능 테마어항으로 조성된 전곡항은 파도가 적고 수심이 3m이상 유지되어 요트 계류항으로서도 최적으로 평가받고 있다. 매년 경기국제보트쇼와 코리아매치컵 세계요트대회가 열리는 전국 최초의 레저어항 시범지역이기도 하다.  햇살 좋은 주말 전곡항에 나가보면 바다 위로는 요트와 제트스키가, 하늘에는 모터패러글라이딩이, 육지에선 낚시인들이 저마다의 공간에서 레저를 즐기는 모습을 흔히 볼 수 있을 만큼 다양한 레저를 즐기기에 안성맞춤이다. 전곡항 앞바다는 요트나 보트를 타고 가볍게 바다낚시를 나가기도 좋다. 제부도와 누에섬을 오가며 전곡항, 탄도항, 제부도를 한 번에 둘러볼 수 있는 유람선도 이곳에서 출발하며 선착장에서는 낚시를 하거나 캠핑을 즐기는 사람들도 드물지 않다.  근처에 전곡어촌체험마을이 있어 물이 빠지면 바지락이나 조개 체험도 할 수 있고 해저물녘 요트 위로 내리는 저녁노을이 낭만적이라 데이트코스로도 인기 있다.",0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,궁리포구,충남,관광지,항구,18000,한국관광공사,,충청남도 홍성군 서부면 남당항로 853-5(태안해양경찰서 궁리 출장소),126.457705,36.588934,,"충남 홍성군 서부면 남당항로 인근의 소박한 포구다. 대하, 새조개, 붕장어 등이 많이 잡힌다. 하지만 그보다 서쪽의 임해관광도로가 남하하며 길을 여는 출발점이다.천수만을 끼고 달리다 만나는 일몰은 명품낙조로 손색이 없다. 수평선이 아니라 바다 건너 안면도를 비추며 서편으로 진다.   겨울 철새 떼라도 날아들면 금상첨화다.포구 주변에는 크고 작은 횟집들이 즐비하다. 마을 지형이 활처럼 생겨 궁리라 부른다.   -대전충남협력지사",0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,드르니항,충남,관광지,항구,18000,어촌어항협회,,충청남도 태안군 남면 드르니길 143-14(드르니파출소),126.3148173,36.58974904,,,0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,몽산포항,충남,관광지,항구,18000,어촌어항협회,,충청남도 태안군 남면 몽대로 495-20,126.2733326,36.67247584,,,0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,인천항 갑문,인천,관광지,항구,18000,한국관광공사,,인천광역시 중구 월미로 376,126.6035942,37.46660614,,,0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,몽대포구,충남,관광지,항구,18000,한국관광공사,,충청남도 태안군 남면 몽대로 495-43,126.2737515,36.67278321,,,0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,이원반도,충남,관광지,항구,18000,한국관광공사,,충청남도 태안군 이원면 사목길 18(경로당),126.2954675,36.91925852,,,0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,후포항 선수포구,인천,관광지,항구,18000,한국관광공사,,인천광역시 강화군 화도면 해안남로2903번길 56(선수포구 밴댕이마을),126.3920941,37.64012323,,,0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,한진포구,충남,관광지,항구,18000,어촌어항협회,,충청남도 당진시 송악읍 한진포구길 57 (한진1리마을회관),126.7820829,36.9710343,,"한진포구는 당진시의 북동쪽에 있는 포구로 아산방조제가 건설되기 전에는인천항으로 가는 여객선도 운항하던 곳입니다.일제강점기에는 숭어 어란을 일본에 실어 나르던 포구였으며,아산현감 토정 이지함과 관련한 개항 전설이 전해지기도 합니다.주변에 심훈의 필경사와 부곡공단이 들어서 있고, 왜목마을과 함께 서해안 일출을 볼 수 있는 곳으로도 유명해서서해안고속도로의 송악IC를 통해 관광객이 많이 찾고 있습니다.",0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,석포리선착장,인천,체험,기타레저,18000,어촌어항협회,,인천광역시 강화군 삼산면 삼산북로 2,126.3675347,37.69404255,,,0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,제부도항,경기,관광지,항구,18000,어촌어항협회,,경기도 화성시 서신면 해안길 421-12 (어촌관광종합안내소),126.6224167,37.17817625,,여의도 보다 작은 제부도지만 당일치기 여행코스로 좋아 주말이면 수도권 관광객들이 많이 찾는 곳 중 하나다. 썰물 때면 4~5m 깊이의 바닷물이 빠져나가 바다 속에 잠겨있던 2.3km의 시멘트길이 모습을 드러내고 자동차로 제부도를 오갈 수 있다.   제부도 선착장이 있는 제부항은 어선들이 들고나는 항구이자 수도권에서 당일코스로 바닷바람 쐬기 좋은 곳이다. 제부도항은 제부도의 유일한 항구로 방파제 끝에 빨간 등대가 있고 왼편으로 낚시하기 좋은 피싱피어가 있다. 이 피싱피어는 궁평항피싱피어와 더불어 화성의 낚시 명소다. 항구 근처에 제부도항과 해수욕장을 잇는 해안산책길도 잘 형성되어 있는데 바닷물이 찰랑거리는 만조 때는 바다 위를 걷는 기분을 느낄 수 있고 수평선 너머로 떨어지는 낙조도 감상 할 수 있다.   제부도항 남쪽이자 제부도의 서쪽에 위치한 제부도해수욕장의 해안선을 따라 펜션들이 줄을 잇는다. 선착장에서 보면 누에섬과 오른편으로 전곡항이 잘 보이고 현재 마리나 공사 중이다. 항구 주위로 조개구이와 해물칼국수를 세트메뉴로 제안하는 음식점들이 즐비한데 관광항구 근처니만큼 비슷비슷한 메뉴들을 내놓는다.,0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,삽교호수산물특화시장,충남,쇼핑,어시장,7000,어촌어항협회,,충청남도 당진시 신평면 삽교천길 101-10,126.8238558,36.88853439,,,0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,강화나들길 8코스,인천,체험,해안산책로,20000,어촌어항협회,http://www.nadeulgil.org,인천광역시 강화군 길상면 해안동로 58(초지진관광안내소),126.5322576,37.63260057,,,0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,제부도해안산책로,경기,체험,기타레저,20000,어촌어항협회,,경기도 화성시 서신면 해안길 421-12 (어촌관광종합안내소),126.6224167,37.17817625,,"제부도의 유명한 빨간등대를 보고 옆으로 이동하면 해안산책로 시작 지점이 나온다.제부도 탑재산을 도는 코스로 길이 약 0.9km, 폭1.5m로 빨간 등대 쪽에서 탑재산 주변을 돌아 해수욕장까지 연결되어 있다.길 한쪽에는 하얀 자갈을 박아놓은 지압코스도 마련되어 있어 신발을 걷고 맨발로 걸으면 피로가 다소 풀리는 듯한 느낌을 받게 된다.발바닥에 자극을 주면 혈액순환을 원활하게 하여 건강에도 좋고 숙면을 이룰 수 있다고 한다. 쭉 걷다 보면 바다 쪽으로 내려갈 수 있는 계단도 있으며 전망대 겸 포토존인 소라조형물과 망원경도 있다.커다란 소라 조형물은 누구나 한번쯤 그 앞에 서서 기념사진을 남기고 가는 곳. 망원경으로 빨간 등대와 피싱피어 쪽을 보거나 좀 더 먼 바다를 보기도 한다.해안산책로는 한 바퀴 도는 데 약 20~30분이 걸리는 가벼운 산책로다. 해안산책길로 가는 길에는 간식거리를 파는 곳도 있기 때문에 간단하게 요깃거리를 하며 산책을 해도 좋다.이륜차와 유모차, 애완동물은 출입금지이며 폭죽놀이도 금지되어 있다.",0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,서산AB방조제,충남,관광지,기타관광지,20000,어촌어항협회,,충청남도 서산시 부석면 간월도1길 119-3,126.4128744,36.60552749,,,0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,태안해변길1코스(바라길),충남,체험,해안산책로,20000,어촌어항협회,http://www.knps.or.kr/portal/dulegil/haebyeongil/beach01.do,충청남도 태안군 원북면 옥파로 1152-37(학암포오토캠핑장),126.207263,36.89799243,,,0,0,2015-06-23 6:34,"1. 태안버스터미널 - 원북(학암포)행 시내버스 (학암포종점 하차)  2. http://www.taeanbus.co.kr","봄, 여름, 가을, 겨울"
,강화나들길 11코스 (석모도바람길),인천,체험,해안산책로,20000,어촌어항협회,,인천광역시 강화군 화도면 해안남로 2781 (석모도보문사선착장),126.385677,37.63844302,,석모도에서 내려 제방길로 들어서면 시작되는 강화나들길 11코스는 민머루해변을 지나 산으로 오르면 아름다운 서해바다 풍경이 눈앞에 펼쳐진다. 강화나들길 11코스는 ‘바람길’이라고도 불리는데 이름에 걸맞게 바람이 엄청나게 분다. 대부분 바닷길로 걸을 수 있게 되어있으며 바람과 함께 걷다보면 일출이 예쁜 어류정항을 만날 수 있다. 어류정항은 해변길에서 산길로 바뀌는 지점에 있다.   바다를 끼고 걷는 둑길이 꽤 길며 석모도는 일출과 일몰을 동시에 볼 수 있는 흔치 않는 곳이기도 하다. 갯벌과 바다의 풍경이 아름다우며 마지막코스까지 가는 동안 가게가 없어 물을 미리 준비해가는 것이 좋다. 화장실도 염전지 부근에 이동식 공중화장실 뿐이라 약간은 불편할 수도 있다. 드넓게 펼쳐진 갯벌을 보며 제방 길을 걸으며 바다냄새와 바람이 도시에선 느낄 수 없는 기분이 든다. 마지막코스인 우리나라 3대 관음기도도량 보문사에 들려 마애석불좌상을 보고 소원을 빌고 내려오면 된다. 보문사에 도착하면 식당과 편의시설들이 있다. 버스로 선착장으로 돌아갈 수 있다.,0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,옥토끼우주센터,인천,관광지,전시관,2000,어촌어항협회,http://www.oktokki.com,인천광역시 강화군 불은면 강화동로 403,126.4875314,37.67345551,"우주과학박물관, 공룡의숲, 은하수유수풀, 사계절썰매장, 물대포공원, 로봇공원, 엔젤가든, 토끼의성",,0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,갑곶돈대,인천,관광지,문화유적,2000,어촌어항협회,,인천광역시 강화군 강화읍 해안동로1366번길 18,126.516357,37.733635,,"강화대교를 건너 강화도에 들어서면 바로 왼쪽에 갑곶돈대가 나온다. ‘갑곶’이란 이름은 삼국시대에 강화를 ‘갑비고차’라고 부른 데서 전해져 왔다는 얘기도 있고 병자호란 때 청나라 군사가 거센 물살 때문에 갑옷을 한데 꿰어 다리를 만들면 강을 건널 수 있으련만..하고 탄식한 데서 생겨났다는 이야기도 전해져 온다. ‘돈대’란 작은 규모의 보루를 만들고 대포를 배치하여 지키는 곳이다. 갑곶돈대는 1232년 고려가 강화로 천도한 이후 1270년까지 몽골과의 줄기찬 항전을 계속하며 강화해협을 지키던 중요한 요새였다.그러나 몽골 군사들은 뗏목을 만들어 강을 건너왔고 강화를 함락시키고 만다.인조가 남한산성에서 청태종에게 항복하고 만 역사적 비극이 여기서부터 시작되었다.병인양요 때 프랑스군 600명과 격렬한 전투를 치른 곳도 이곳이었다. 1677년에 강화의 다른 전적지와 함께 복원된 갑곶돈대에 올라서면 조선시대에 사용했던 대포가 전시되어 있다.정자도 있어서 다리쉼을 하기 좋은데 이곳에서 내려다보면 강화 해협이 한눈에 보이고 김포반도의 문수산과 성곽도 가깝게 보인다. [입장료] 성인 : 900원 / 청소년, 군인, 어린이 : 600원 [기타] 갑곶돈대를 둘러보기 전에 같이 자리하고 있는 강화전쟁박물관을 먼저 관람하면 좋다.두 곳을 합해 한 시간 정도면 돌아볼 수 있다.",0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,초지진,인천,관광지,문화유적,2000,어촌어항협회,,인천광역시 강화군 길상면 해안동로 58 (초지진관광안내소),126.532253,37.63260653,,"초지대교를 건너 우회전 하면 100m 남짓한 거리에 위치한 초지진은 강화 외성 최남단에 자리하고 있는 요새다.조선시대 효종 7년 (1656년)에 해상으로 침입하는 외적을 막기 위해 안산에서 옮겨온 것으로 강화 12진보의 하나이자 사적 제 225호다. 성곽의 둘레가 500m도 안 되는 작은 규모의 방어시설로 9개의 포대를 갖추고 있었으며 조선 말기에 한양으로 향하는 적군의 침략을 저지하는 군사적 요충지였다.이곳은 병인양요, 신미양요, 운양호사건 등을 거치며 외적의 공격을 막아내는 관군의 붉은 피로 물들었던 역사의 아픔이 서려 있는 장소이기도 하다. 숙종 때 세워졌던 초지진은 수많은 전투로 완전히 소실되었는데 1976년에 들어서야 현재의 모습으로 복원된 바 있다.정비된 초지돈대 성벽과 그 옆 노송에는 당시의 치열한 전투를 짐작케 하는 포탄 자국이 남아 있다.또한 당시 일본 함대에 포격을 가했던 진품 ‘홍이포’가 전시되어 있어 눈길을 끈다. 길이 2.32m, 지름 40cm의 이 대포는 당시로선 가장 대형구모로 일본 고관이 별장 기둥 밑받침으로 쓰고 있던 것을 광복 직후 수도경찰청장을 지냈던 장택상씨가 되찾아 그의 아들이 초지진 복원할 때 기증한 것이다. [입장료] 성인 : 700원 / 청소년, 군인, 어린이 500원 [기타] 슬픈 역사를 담고 있는 노송과 성벽이 남아 있는 초지진은 필수적인 아이들의 역사탐방 코스로 꼽힌다.",0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,프렌쥬랜드,인천,관광지,공원,2000,어촌어항협회,,인천광역시 강화군 길상면 보리고개로 166,126.485521,37.62574117,,"강화도 길상면에 위치한 강화도 최초의 국가인증 동물원으로 자연 친화적인 실내외 동물원이다.강화도 최초 알파카 상륙으로 알려진 동물원으로 실내 동물원에서는 토끼, 기니피그, 거북이,호저, 라쿤, 벵갈캣 등 작은 동물들을 직접 관찰할 수 있다. 두꺼비, 도둑게, 타란툴라,개구리 등 파충류 관이 별도로 마련되어 있고 미꾸라지 잡기 체험 놀이도 있다.실외 동물원에서는 알파카와 오리, 꽃사슴 등과 교감할 수 있다.동물들을 가까이에서 보고 먹이를 주고 만져보면서 동물들과 교감하고 친해지는 체험을 할 수 있다.",1,1,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,개심사,충남,관광지,문화유적,2000,어촌어항협회,,충청남도 서산시 운산면 개심사로 321-86 (개심사),126.5899673,36.74690084,,"상왕산 자락에 자리 잡고 있는 개심사는 충남 4대 사찰로 꼽힌다. 백제시대에 창건했다고 전해지는데 현재 개심사의 모습을 갖춘 것은 조선시대에 이르러서다. 이곳에는 보물 제143호로 지정된 대웅전을 비롯해 명부전과 심검당, 22종의 경전 목판 등의 자료가 보존되어 있다. 개심사는 주차장에서부터 한참을 걸어야 도착한다. 개심사 경내의 마당을 중심으로 대웅전과 안양루가 남북으로 배치되었고, 동서로는 무량수각과 심검당이 위치해 있다. 부처님이 계신 대웅전과 요사채인 심검당은 조선 초기에 지어진 건물로 당시의 건축문화를 엿볼 수 있다. 특히 심검당은 개심사에서 가장 오래된 건물로 굽은 나무를 그대로 사용해 지어 고졸하면서도 자연스러운 아름다움을 지니고 있다. ‘마음을 여는 절’이라는 뜻을 지닌 개심사에 사람들이 가장 북적이는 때는 봄날 왕벚꽃이 만개할 때다. 무량수각과 명부전 옆으로 왕벚꽃 나무가 자리를 하고 있는데 봄이면 청벚꽃과 왕겹벚꽃이 만개한다. 이 왕벚꽃은 꽃잎이 겹으로 되어 있어 벚꽃으로 만든 부케처럼 풍성하고 아름다운데 백색, 연분홍, 진분홍, 옥색, 적색 등 다섯 가지 색을 띠고 있다. 게다가 좀처럼 보기 힘든 연한 연두빛의 청벚꽃까지 볼 수 있어 이 벚꽃천국을 만끽하려는 상춘객들이 개심사로 달려가곤 한다. [기타] 개심사 근처에 신창저수지가 있어 뜻밖의 멋진 풍경을 선사하고 편안하게 걷기 좋은 테크도 설치되어 있어 개심사에 갈 때 한 번쯤 들러볼 만하다.",0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,왜목마을,충남,관광지,기타관광지,2000,어촌어항협회,http://www.waemok.org,충청남도 당진시 석문면 왜목길 26,126.5261293,37.04443421,,"왜목마을은 바다 쪽에서 보면 낮은 산과 산 사이가 움푹 들어가 가늘게 이어진 모양이 꼭 누워 있는 사람의 목처럼 잘록하게 생겼다 하여 붙여진 이름이다.일출을 보기 힘든 서해안이지만 독특한 지형의 영향으로 일출과 일몰을 모두 볼 수 있는 곳으로 유명하다.이것을 제대로 보려면 야트막한 마을 뒷산인 석문산 79m 정상에 올라야 한다.장고항과 국화도 사이로 떠오르는 해를 볼 수 있다.특히 사진가들을 매료시키는 특별한 포인트는 바다 건너편에 있는 장고항의 뾰족한 바위 위로 떠오르는 일출이다.그것도 2월과 11월에만 특별히 볼 수 있어서 이때가 되면 한 컷의 일출 사진을 얻기 위해 사진가들이 왜목마을을 찾으며 매년 연말연시면 왜목마을 해돋이축제가 열린다. 유난히도 많은 펜션들이 바다 쪽을 향해 해안선을 따라 즐비해 있다.낚시가 잘 되는 곳이라 포구에는 낚싯배와 좌대낚시가 많이 떠 있고 횟집과 칼국수집도 있어서 머물며 즐기는데 필요한 편의시설은 대부분 갖춰져 있다.게다가 캠핑비와 갯벌체험료가 없어서 모래사장 위에 텐트를 쳐놓고 갯벌체험까지 즐기기 좋다. 무료지만 화장실, 개수대, 샤워장도 잘 갖춰져 있다. [부대시설]주차장, 편의점, 공연장, 파라솔, 팔각정, 샤워장, 세족장, 화장실 등 [기타]남녀의 손을 서로 맞대 하트를 만든 모형과 나무로 만들어진 다리인 오작교는 포토존으로도 좋다.",0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,대룡시장골목(교동도),인천,관광지,기타관광지,2000,어촌어항협회,,인천광역시 강화군 교동면 교동남로 35(교동대룡리시장),126.2810554,37.78050062,,,0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,덕진진,인천,관광지,문화유적,2000,어촌어항협회,,인천광역시 강화군 길상면 덕진로 34 (덕진매표소),126.523829,37.649729,,"강화도에는 외세의 침략에 맞서 싸웠던 치열한 격전지가 많다.조선 효종 7년(1656년)에 축조된 덕진진은 강화 해협에서 가장 강력한 포대를 갖춘 곳. 덕진돈대, 남장포대,덕진포대가 소속되어 있었으며 강화 12진보 가운데 가장 중요한 곳을 지키고 있었다. 1866년 병인양요 때는 양헌수 장군이 이끄는 부대가 덕진진을 거쳐 정족산성으로 들어가 프랑스 군대를 격파하였으며, 1871년 신미양요 때는 미국의 극동함대에 맞서 가장 치열한 포격전을 벌인 곳으로 미국 함대에 피해를 입힌 바 있다.그러나 초지진에 상륙한 미국 해병대에 의하여 점령당하는 비운을 맞았다.  덕진진으로부터 약 400m 거리에 남장포대와 덕진돈대가 있다.해안가에 나란히 위치한 남장포대는 외적을 향해 포를 쏠 수 있는 총포가 놓인 포대가 여러 개 남아 있어 당시의 상황을 짐작하게 한다.포의 사거리가 불과 700m 밖에 되지 않았기 때문에 결국 미국 해병대에 크게 패할 수밖에 없었으리라 짐작이 된다.그 옆 약간 높은 언덕의 널따란 부지가 덕진돈대다.흥선대원군의 명으로 세워진 비석으로 개화기 당시 외국 선박의 출입을 통제하겠다는 척화의 의지를 담고 있는 경고비가 남아있다. [입장료] 성인 : 700원 / 청소년, 군인, 어린이: 500원 [기타] 1977년, 신미양요 때 파괴되었던 성 위에 낮게 쌓은 담인 성첩과 문루인 공조루를 다시 세우고 돈대를 보수하였으며 남장포대에는 조선군이 사용하던 대포를 제작하여 설치하였다.",0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,장화리일몰조망지,인천,관광지,전망대/조망시설,2000,어촌어항협회,,인천광역시 강화군 화도면 해안남로 2371(장화리일몰조망지주차장),126.3829056,37.61554633,,,0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,고려궁지,인천,관광지,기타관광지,2000,어촌어항협회,http://www.cha.go.kr,인천광역시 강화군 불은면,126.525368,37.649211,,"고려궁지는 고려가 몽고군의 침략에 대항하기 위해 도읍을 송도에서 강화로 옮긴 1232년(고려 고종 19년)부터 다시 환도한 1270년까지 39년간 사용되던 고려궁궐터이다.고려 궁궐은 당시 본궁인 연경궁을 포함해 방대한 규모였으나 몽골과의 강화가 성립되어 개성으로 환도하면서 성과 궁궐 모두 파괴하여 건물 기단과 돌계단이 남아 있는 상태였다.후에 조선시대에 들어서서 수도 바위가 목적인 강화유수부 건물과 행궁이 들어섰고 1976년에 이르러 출입문을 세우고 돌담을 둘러 정화하였다.현재 고려궁지에가면 2003년에 새롭게 복원한 건물 외규장각을 비롯해 강화유수부 동헌, 이방청, 고려궁지 강화부종각을 볼 수 있다. 고려궁지에서 가장 중요한 것은 외규장각이다. 당시 서울에 있던 왕립 도서관인 규장각의 부속 도서관인 외규장각은 조선 정조 때 왕실 관련 서적을 보관할 목적으로 설치한 곳으로 왕이 친히 열람하는 어람용 의궤를 보관하던 왕의 도서관 같은 곳. 그러나 1866년 병인양요 때 프랑스군이 이곳을 습격해 359점을 약탈해갔고 나머지는 불타 없어지게 된다. 2011년 드디어 프랑스군이 약탈해간 조선왕실의궤 등 외규장각 도서 75점이 145년만에 우리나라로 돌아온 바 있다. 재불 역사학자 박병선이 각고의 노력을 기울인 결과였다. 고려궁지는 엄청난 병력을 가지고 있던 몽골군과 대항하여 39년을 버티고 싸웠던 우리 민족의 자주성과 끈기를 다시 한 번 일깨워주는 역사적인 장소다. [입장료] 어른 : 900원 , 어린이&청소년: 600원 [기타] 고려궁지 근처에 조선 철종이 살았었던 용흥궁에서부터 시작하는 강화도령 첫사랑길(강화나들길 14코스)이 있어 산책 삼아 걸어볼 만하다.",0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,강화고인돌유적,인천,관광지,문화유적,2000,어촌어항협회,,인천 강화군 하점면 강화대로 994-19 (강화역사박물관),126.4353383,37.77371086,,,0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,광성보,인천,관광지,기타관광지,2000,어촌어항협회,,인천광역시 강화군 불은면 해안동로466번길 27 (광성보 관리사무소),126.529301,37.664671,,"광성보는 강화해협을 지키는 중요한 요새로, 덕진진, 초지진, 월곶진, 제물진, 용진진 등 5진과 광성보, 선두보 , 장곶보 등의 7보를 합쳐 이르는 강화 12진보 가운데 하나다. 고려가 몽골의 침략에 대항하기 위하여 강화도로 천도 한 후에 돌과 흙을 섞어 해협을 따라 길게 쌓은 성으로 조선시대에 다시 고쳐 쌓았다가 숙종 때에 이르러 완전한 석성으로 축조하였다. 광성보에는 광성돈대, 용두돈대, 손돌목돈대 등 세 개의 돈대가 있다. 1871년, 신미양요 때 가장 치열했던 격전지로 통상을 요구하며 강화해협을 거슬러 올라오는 미국 극동함대를 물리친 바 있다.그러다가 미국 해병대가 초지진과 덕진진을 점령한 뒤 광성보까지 쳐들어와 조선군은 이에 대항하여 목숨을 걸고 싸우다 전원이 순국하였다.1976에야 이때 파괴된 문루와 돈대를 복원하였으며 당시 전사한 무명용사들의 무덤과 어재연 장군의 전적비 등을 보수한 바 있다. [입장료] 어른 1100원. 어린이/청소년/군인 700원 [부대시설] 화장실 , 매점, 공원, 휴식공간 [기타] 매년음력 4월 24일 광성제를 봉행한다.광성보에서 용두돈대까지 이어지는 숲길이 아름다워 산책을 즐기기에 좋다.",1,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,대한성공회 강화성당,인천,관광지,문화유적,2000,어촌어항협회,,인천광역시 강화군 강화읍 관청길27번길 10 (대한성공회상화읍성당),126.4861337,37.74849897,,"대한성공회 강화성당은 1900년에 건립된 한국 최초의 성공회 성당으로 ‘성베드로와 바울로 성당’이라는 이름을 가지고 있다.고요한 초대 주교가 1900년에 축성한 이 성당은 이후 몇 차례의 보수가 있었으나 원형을 그대로 보존하고 있다.강화성당은 고려 중기 몽고군의 침입에 항거하기 위해 강화도에 천도하고 내성을 축조한 남쪽 성터의 일부분인 언덕 위 약간 높은 곳에 위치하고 있다. 성당 건물은 한국 전통 건축양식과 바실리카 양식이 혼합되어 있는 형태로 우리나라 건축사 연구에도 귀중한 자료가 된다.건물의 대들보와 마루는 백두산 적송을 사용했으며 외형은 팔작지붕을 얹은 한옥의 형태를 띠고 있으나 내부는 서양식 예배당이다.강화성당은 경사지 주변의 땅을 배 모양으로 축성하고 중앙에 배치한 성당을 중심으로 서쪽에 동종과 내외삼문, 동쪽에 사제관을 두었다.성당 내부를 관람하고 싶다면 필히 예약을 해야 한다. [입장료] 무료 (성당내부는 사전 예약해야만 관람 가능)",0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
,연미정,인천,관광지,문화유적,2000,어촌어항협회,,인천광역시 강화군 강화읍 해안북로 442,126.5112739,37.77081577,,,0,0,2015-06-23 6:34,,"봄, 여름, 가을, 겨울"
